0.000000000000000000e+00,-2.398848869830802200e-01,-2.381249841011933710e-01,-1.649858767829387451e-01,-2.718223133370350486e-01,0.000000000000000000e+00,-6.031963171817865677e-01,-3.489512300822330548e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,-7.327846087794027685e-01,-6.644952774446100108e-01,-6.780193356018163753e-01,9.614970144375456496e-01
1.000000000000000000e+00,-2.398078907489697986e-01,-2.380582426846100108e-01,-1.644113531447649879e-01,-2.718223133370350486e-01,0.000000000000000000e+00,-7.255634198489165909e-01,1.287912286032563171e-02,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,8.913401207841583629e-01,-4.494825127558823019e-01,-6.008684172898083320e-01,-6.780193356018163753e-01,-4.387205392941011528e-01
2.000000000000000000e+00,-2.398505740034556910e-01,-2.380582426846100108e-01,-1.644064935393418914e-01,-2.718223133370350486e-01,0.000000000000000000e+00,-5.337691432544078296e-01,-3.489512300822330548e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,9.309552872947321478e-02,2.493165029032439195e-01,-3.519655861686957765e-01,-5.362029755024029232e-01,-6.780193356018163753e-01,-4.381120622312901225e-01
3.000000000000000000e+00,-2.396217274943710784e-01,-2.380764448891327656e-01,-1.624788079809843522e-01,-2.361884616239198209e-01,0.000000000000000000e+00,-6.986518271870759689e-01,-1.422365996477904238e-01,2.949940563840826036e-01,4.528328605354471625e-02,-4.809012468057476952e-01,-4.032731048298919818e-01,-6.788341984056385225e-01,-6.644952774446100108e-01,-6.780193356018163753e-01,-4.706818724501344864e-01
4.000000000000000000e+00,-2.396494555550512939e-01,-2.380279056770721324e-01,-1.634365097369225306e-01,-2.534835222086616047e-01,0.000000000000000000e+00,-7.402828566299146651e-01,-1.534317051092620211e-02,-8.421015638349078902e-02,6.453745153134411716e-02,1.093923156647473638e+00,-2.043339230742650392e-01,-7.327846087794027685e-01,-6.058312290024715496e-01,-5.387406287417648709e-01,-3.757963169341160814e-01
5.000000000000000000e+00,-2.391121593671778622e-01,-2.379975686695342540e-01,-1.561309688368447135e-01,-1.428026929776442522e-01,0.000000000000000000e+00,-3.676532035500716389e-01,-2.324991133631579554e-01,-1.387661842699830783e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,-7.327846087794027685e-01,-6.644952774446100108e-01,-6.780193356018163753e-01,-4.892803112525384024e-01
6.000000000000000000e+00,-2.374455865822703016e-01,-2.378822880408902884e-01,-1.354368210410352991e-01,1.956076807487218683e-01,0.000000000000000000e+00,-4.710506323446248533e-01,-1.789872056786131482e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,-7.327846087794027685e-01,-6.644952774446100108e-01,-6.780193356018163753e-01,-4.957646732415616486e-01
7.000000000000000000e+00,-2.404759701020052765e-01,-2.387317242519510774e-01,-1.658619132655224648e-01,-2.718223133370350486e-01,0.000000000000000000e+00,-9.142773183093917400e-01,-3.489512300822330548e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,-7.327846087794027685e-01,-6.644952774446100108e-01,-6.780193356018163753e-01,-5.132750736080364806e-01
8.000000000000000000e+00,-2.378785907924372001e-01,-2.362380222323368639e-01,-1.648472922533097129e-01,-2.718223133370350486e-01,0.000000000000000000e+00,1.034260424099513909e+00,-3.489512300822330548e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,1.217344947509379383e+00,1.306414222926469471e+00,8.817419028372297518e-01,2.565268602376000184e-01
9.000000000000000000e+00,-2.359575706559307595e-01,-2.344178017800637170e-01,-1.648472922533097129e-01,-2.718223133370350486e-01,0.000000000000000000e+00,2.475397737437379231e+00,-3.489512300822330548e-01,-2.649414284710602252e-01,-2.083769644017234857e-01,-4.809012468057476952e-01,-4.032731048298919818e-01,2.659659565411700566e+00,2.764097674664709903e+00,2.035340353454706097e+00,8.258718960556362676e-01
