9, 1, 1, 1, 0, 1, 1, 5
9, 1, 1, 1, 1, 0, 1, 5
8.77777777777778, 1, 1, 1, 1, 0, 1, 5
9.33333333333333, 1, 1, 1, 0, 1, 1, 5
7.25, 1, 1, 1, 1, 1, 1, 5
9.1, 1, 1, 1, 1, 1, 1, 5
8.3, 1, 1, 1, 1, 1, 1, 5
9.66666666666667, 0, 1, 1, 0, 1, 1, 5
5.75, 0, 1, 1, 0, 0, 1, 5
7.66666666666667, 1, 1, 1, 1, 1, 1, 5
6.18181818181818, 1, 1, 1, 0, 0, 1, 5
6.58823529411765, 0, 1, 0, 0, 0, 1, 5
6.41176470588235, 1, 1, 0, 0, 0, 1, 5
5.66666666666667, 0, 1, 1, 1, 0, 1, 5
5.33333333333333, 1, 1, 1, 0, 1, 1, 5
2.41666666666667, 0, 1, 0, 1, 1, 1, 5
2.16666666666667, 1, 1, 0, 1, 1, 1, 5
